"","Genus","Species","Antibiotic","Equiv","Result","Phenotype","Data"
"66869","Escherichia","coli","CHL","=","8","S","PNUSAE015871"
"66870","Escherichia","coli","CHL","=","8","S","PNUSAE013586"
"66871","Escherichia","coli","CHL","=","8","S","PNUSAE014775"
"66877","Escherichia","coli","CHL",">","32","R","PNUSAE014048"
"66882","Escherichia","coli","CHL","=","8","S","PNUSAE013379"
"66886","Escherichia","coli","CHL","=","8","S","PNUSAE018078"
"66887","Escherichia","coli","CHL","=","16","I","PNUSAE012199"
"66888","Escherichia","coli","CHL","=","8","S","PNUSAE016602"
"66891","Escherichia","coli","CHL","=","8","S","PNUSAE014270"
"66892","Escherichia","coli","CHL",">","32","R","PNUSAE017308"
"66895","Escherichia","coli","CHL",">","32","R","SAMN10230730"
"66900","Escherichia","coli","CHL",">","32","R","PNUSAE013347"
"66901","Escherichia","coli","CHL","=","4","S","PNUSAE014369"
"66905","Escherichia","coli","CHL","=","8","S","PNUSAE015759"
"66916","Escherichia","coli","CHL",">","32","R","PNUSAE013827"
"66922","Escherichia","coli","CHL","=","8","S","PNUSAE017250"
"66925","Escherichia","coli","CHL","=","8","S","PNUSAE018320"
"66926","Escherichia","coli","CHL",">","32","R","PNUSAE018092"
"66936","Escherichia","coli","CHL","=","4","S","PNUSAE016066"
"66937","Escherichia","coli","CHL","=","8","S","PNUSAE018470"
"66941","Escherichia","coli","CHL","=","8","S","SAMN13283329"
"66942","Escherichia","coli","CHL","=","8","S","SAMN13279835"
"66943","Escherichia","coli","CHL","=","8","S","SAMN13283334"
"66945","Escherichia","coli","CHL","=","8","S","PNUSAE016693"
"66947","Escherichia","coli","CHL","=","8","S","PNUSAE013012"
"66949","Escherichia","coli","CHL","=","16","I","PNUSAE016225"
"66950","Escherichia","coli","CHL","=","4","S","PNUSAE016933"
"66951","Escherichia","coli","CHL","=","8","S","PNUSAE019935"
"66952","Escherichia","coli","CHL","=","4","S","PNUSAE017163"
"66953","Escherichia","coli","CHL","=","8","S","PNUSAE013515"
"66954","Escherichia","coli","CHL",">","32","R","PNUSAE013686"
"66955","Escherichia","coli","CHL","=","8","S","PNUSAE019273"
"66956","Escherichia","coli","CHL","=","8","S","PNUSAE018493"
"66958","Escherichia","coli","CHL","=","8","S","PNUSAE016139"
"66959","Escherichia","coli","CHL","=","8","S","PNUSAE019109"
"66961","Escherichia","coli","CHL","=","8","S","PNUSAE019105"
"66962","Escherichia","coli","CHL","=","8","S","PNUSAE016589"
"66964","Escherichia","coli","CHL",">","32","R","PNUSAE013687"
"66965","Escherichia","coli","CHL","=","8","S","PNUSAE014053"
"66966","Escherichia","coli","CHL",">","32","R","PNUSAE014056"
"66967","Escherichia","coli","CHL","=","8","S","PNUSAE014057"
"66968","Escherichia","coli","CHL","=","8","S","PNUSAE014583"
"66973","Escherichia","coli","CHL","=","8","S","PNUSAE012595"
"66975","Escherichia","coli","CHL","=","8","S","PNUSAE016743"
"66976","Escherichia","coli","CHL","=","8","S","PNUSAE018774"
"66978","Escherichia","coli","CHL","=","8","S","PNUSAE015234"
"66979","Escherichia","coli","CHL","=","8","S","PNUSAE016352"
"66983","Escherichia","coli","CHL","=","8","S","SAMN13279834"
"66984","Escherichia","coli","CHL",">","32","R","SAMN13280849"
"66985","Escherichia","coli","CHL","=","8","S","SAMN13280863"
"66996","Escherichia","coli","CHL","=","8","S","PNUSAE018534"
"66998","Escherichia","coli","CHL","=","8","S","PNUSAE016154"
"66999","Escherichia","coli","CHL","=","8","S","PNUSAE016708"
"67020","Escherichia","coli","CHL","=","8","S","PNUSAE019463"
"67024","Escherichia","coli","CHL","=","8","S","PNUSAE011846"
"67025","Escherichia","coli","CHL",">","32","R","PNUSAE013769"
"67029","Escherichia","coli","CHL","=","8","S","PNUSAE019920"
"67030","Escherichia","coli","CHL","=","8","S","PNUSAE018380"
"67046","Escherichia","coli","CHL","=","8","S","PNUSAE019484"
"67048","Escherichia","coli","CHL",">","32","R","PNUSAE013783"
"67052","Escherichia","coli","CHL","=","8","S","PNUSAE020519"
"67055","Escherichia","coli","CHL","=","16","I","PNUSAE015999"
"67056","Escherichia","coli","CHL","=","8","S","PNUSAE017293"
"67057","Escherichia","coli","CHL","=","8","S","PNUSAE018744"
"67059","Escherichia","coli","CHL","=","8","S","PNUSAE015395"
"67060","Escherichia","coli","CHL","=","8","S","PNUSAE019411"
"67061","Escherichia","coli","CHL","=","8","S","PNUSAE019832"
"67068","Escherichia","coli","CHL","=","8","S","PNUSAE015206"
"67069","Escherichia","coli","CHL","=","8","S","PNUSAE017549"
"67070","Escherichia","coli","CHL","=","8","S","PNUSAE018859"
"67075","Escherichia","coli","CHL","=","16","I","PNUSAE020493"
"67080","Escherichia","coli","CHL","=","8","S","PNUSAE019219"
"67084","Escherichia","coli","CHL","=","8","S","PNUSAE020299"
"67085","Escherichia","coli","CHL","=","8","S","PNUSAE020889"
"67088","Escherichia","coli","CHL","=","8","S","PNUSAE019642"
"67093","Escherichia","coli","CHL","=","8","S","PNUSAE016550"
"67094","Escherichia","coli","CHL","=","8","S","PNUSAE018576"
"67098","Escherichia","coli","CHL","=","8","S","PNUSAE019805"
"67099","Escherichia","coli","CHL","=","8","S","PNUSAE020840"
"67102","Escherichia","coli","CHL","=","8","S","PNUSAE015602"
"67105","Escherichia","coli","CHL","=","8","S","PNUSAE020518"
"67106","Escherichia","coli","CHL","=","8","S","PNUSAE019739"
"67109","Escherichia","coli","CHL","=","8","S","PNUSAE020789"
"67110","Escherichia","coli","CHL","=","16","I","PNUSAE021393"
"67111","Escherichia","coli","CHL","=","4","S","PNUSAE019675"
"67112","Escherichia","coli","CHL","=","8","S","PNUSAE016025"
"67113","Escherichia","coli","CHL","=","8","S","PNUSAE020588"
"67115","Escherichia","coli","CHL","=","8","S","PNUSAE020264"
"67121","Escherichia","coli","CHL","=","16","I","PNUSAE021337"
"67124","Escherichia","coli","CHL","=","8","S","PNUSAE016997"
"67129","Escherichia","coli","CHL","=","8","S","PNUSAE022107"
"67131","Escherichia","coli","CHL","=","8","S","PNUSAE021561"
"67132","Escherichia","coli","CHL","=","8","S","PNUSAE021567"
"67133","Escherichia","coli","CHL","=","8","S","PNUSAE019983"
"67134","Escherichia","coli","CHL","=","8","S","PNUSAE019409"
"67135","Escherichia","coli","CHL","=","8","S","PNUSAE020098"
"67142","Escherichia","coli","CHL","=","8","S","PNUSAE019614"
"67143","Escherichia","coli","CHL","=","8","S","PNUSAE017042"
"67144","Escherichia","coli","CHL","=","8","S","PNUSAE018138"
"67148","Escherichia","coli","CHL","=","8","S","PNUSAE019533"
"67150","Escherichia","coli","CHL","=","8","S","PNUSAE019726"
"67153","Escherichia","coli","CHL","=","8","S","PNUSAE019329"
"67154","Escherichia","coli","CHL","=","8","S","PNUSAE021588"
"67155","Escherichia","coli","CHL","=","8","S","PNUSAE021236"
"67163","Escherichia","coli","CHL","=","4","S","PNUSAE021148"
"67164","Escherichia","coli","CHL","=","8","S","PNUSAE021901"
"67166","Escherichia","coli","CHL","=","8","S","PNUSAE020814"
"67168","Escherichia","coli","CHL","=","8","S","PNUSAE017189"
"67169","Escherichia","coli","CHL","=","8","S","PNUSAE020254"
"67174","Escherichia","coli","CHL",">","32","R","PNUSAE022469"
"67175","Escherichia","coli","CHL","=","8","S","PNUSAE021802"
"67177","Escherichia","coli","CHL","=","8","S","PNUSAE024487"
"67179","Escherichia","coli","CHL","=","8","S","PNUSAE020169"
"67180","Escherichia","coli","CHL",">","32","R","PNUSAE021710"
"67181","Escherichia","coli","CHL","=","8","S","PNUSAE021571"
"67182","Escherichia","coli","CHL","=","16","I","PNUSAE020675"
"67183","Escherichia","coli","CHL","=","8","S","PNUSAE021657"
"67184","Escherichia","coli","CHL","=","8","S","PNUSAE017833"
"67185","Escherichia","coli","CHL","=","8","S","PNUSAE018549"
"67186","Escherichia","coli","CHL","=","8","S","PNUSAE018966"
"67190","Escherichia","coli","CHL","=","8","S","PNUSAE021703"
"67191","Escherichia","coli","CHL","=","8","S","PNUSAE019759"
"67192","Escherichia","coli","CHL","=","8","S","PNUSAE023246"
"67193","Escherichia","coli","CHL","=","8","S","PNUSAE021693"
"67194","Escherichia","coli","CHL","=","8","S","PNUSAE022341"
"67195","Escherichia","coli","CHL","=","8","S","PNUSAE022552"
"67196","Escherichia","coli","CHL","=","8","S","PNUSAE022295"
"67197","Escherichia","coli","CHL","=","8","S","PNUSAE020677"
"67199","Escherichia","coli","CHL",">","32","R","PNUSAE022837"
"67200","Escherichia","coli","CHL","=","8","S","PNUSAE021985"
"67201","Escherichia","coli","CHL","=","8","S","PNUSAE026149"
"67203","Escherichia","coli","CHL","=","8","S","PNUSAE021745"
"67206","Escherichia","coli","CHL","=","8","S","PNUSAE020880"
"67207","Escherichia","coli","CHL","=","8","S","PNUSAE020297"
"67209","Escherichia","coli","CHL","=","8","S","PNUSAE021840"
"67210","Escherichia","coli","CHL","=","8","S","PNUSAE022182"
"67215","Escherichia","coli","CHL","=","4","S","PNUSAE023331"
"67216","Escherichia","coli","CHL","=","8","S","PNUSAE015425"
"67217","Escherichia","coli","CHL","=","8","S","PNUSAE023897"
"67218","Escherichia","coli","CHL","=","8","S","PNUSAE021974"
"67219","Escherichia","coli","CHL","=","8","S","PNUSAE022092"
"67221","Escherichia","coli","CHL","=","8","S","PNUSAE022730"
"67223","Escherichia","coli","CHL","=","8","S","PNUSAE022531"
"67229","Escherichia","coli","CHL","=","8","S","PNUSAE022907"
"67230","Escherichia","coli","CHL","=","4","S","PNUSAE021774"
"67238","Escherichia","coli","CHL","=","8","S","PNUSAE021894"
"67242","Escherichia","coli","CHL","=","4","S","PNUSAE031718"
"67247","Escherichia","coli","CHL","=","8","S","PNUSAE022507"
"67248","Escherichia","coli","CHL","=","8","S","PNUSAE021822"
"67251","Escherichia","coli","CHL","=","4","S","PNUSAE024683"
"67255","Escherichia","coli","CHL","=","4","S","PNUSAE024075"
"67259","Escherichia","coli","CHL","=","8","S","PNUSAE022001"
"67262","Escherichia","coli","CHL","=","8","S","PNUSAE017383"
"67263","Escherichia","coli","CHL",">","32","R","PNUSAE020687"
"67264","Escherichia","coli","CHL","=","8","S","PNUSAE021882"
"67275","Escherichia","coli","CHL","=","4","S","PNUSAE023553"
"67276","Escherichia","coli","CHL","=","8","S","PNUSAE026319"
"67278","Escherichia","coli","CHL","=","4","S","PNUSAE024887"
"67280","Escherichia","coli","CHL","=","8","S","PNUSAE023920"
"67281","Escherichia","coli","CHL","=","8","S","PNUSAE025251"
"67282","Escherichia","coli","CHL","=","8","S","PNUSAE024471"
"67286","Escherichia","coli","CHL","=","8","S","PNUSAE026227"
"67287","Escherichia","coli","CHL","=","8","S","PNUSAE028286"
"67297","Escherichia","coli","CHL","=","4","S","PNUSAE025708"
"67303","Escherichia","coli","CHL","=","8","S","PNUSAE026449"
"67309","Escherichia","coli","CHL",">","32","R","SAMN13279824"
"67310","Escherichia","coli","CHL","=","8","S","PNUSAE022711"
"67311","Escherichia","coli","CHL","=","8","S","PNUSAE024352"
"67312","Escherichia","coli","CHL","=","16","I","PNUSAE026073"
"67317","Escherichia","coli","CHL","=","8","S","PNUSAE026287"
"67329","Escherichia","coli","CHL","=","4","S","PNUSAE023858"
"67331","Escherichia","coli","CHL","=","8","S","PNUSAE023415"
"67332","Escherichia","coli","CHL","=","8","S","PNUSAE024260"
"67333","Escherichia","coli","CHL","=","8","S","PNUSAE027557"
"67334","Escherichia","coli","CHL","=","8","S","PNUSAE026556"
"67356","Escherichia","coli","CHL","=","4","S","PNUSAE023895"
"67357","Escherichia","coli","CHL","=","8","S","PNUSAE029196"
"67361","Escherichia","coli","CHL","=","8","S","PNUSAE028497"
"67379","Escherichia","coli","CHL",">","32","R","PNUSAE025565"
"67380","Escherichia","coli","CHL","=","8","S","PNUSAE026814"
"67427","Escherichia","coli","CHL","=","4","S","PNUSAE022216"
"67428","Escherichia","coli","CHL","=","4","S","PNUSAE023671"
"67437","Escherichia","coli","CHL","=","8","S","PNUSAE026833"
"67447","Escherichia","coli","CHL","=","4","S","PNUSAE027256"
"67450","Escherichia","coli","CHL","=","8","S","PNUSAE031875"
"67458","Escherichia","coli","CHL","=","4","S","PNUSAE029167"
"67464","Escherichia","coli","CHL",">","32","R","PNUSAE027007"
"67465","Escherichia","coli","CHL","=","8","S","PNUSAE029893"
"67472","Escherichia","coli","CHL","=","8","S","PNUSAE032290"
"67473","Escherichia","coli","CHL","=","8","S","PNUSAE037103"
"67474","Escherichia","coli","CHL","=","4","S","PNUSAE029652"
"67477","Escherichia","coli","CHL","=","8","S","PNUSAE028047"
"67478","Escherichia","coli","CHL",">","32","R","PNUSAE030194"
"67481","Escherichia","coli","CHL","=","8","S","PNUSAE037017"
"67487","Escherichia","coli","CHL",">","32","R","PNUSAE033074"
"67490","Escherichia","coli","CHL","=","4","S","PNUSAE025977"
"67509","Escherichia","coli","CHL","=","8","S","PNUSAE028809"
"67510","Escherichia","coli","CHL","=","8","S","PNUSAE033543"
"67516","Escherichia","coli","CHL","=","8","S","PNUSAE037713"
"67526","Escherichia","coli","CHL","=","8","S","PNUSAE030857"
"67527","Escherichia","coli","CHL","=","8","S","PNUSAE035837"
"67544","Escherichia","coli","CHL","=","8","S","PNUSAE029316"
"67545","Escherichia","coli","CHL","=","8","S","PNUSAE034811"
"67547","Escherichia","coli","CHL","=","4","S","PNUSAE030625"
"67548","Escherichia","coli","CHL","=","8","S","PNUSAE031768"
"67549","Escherichia","coli","CHL","=","8","S","PNUSAE034066"
"67554","Escherichia","coli","CHL","=","8","S","PNUSAE026314"
"67555","Escherichia","coli","CHL",">","32","R","PNUSAE034207"
"67574","Escherichia","coli","CHL","=","4","S","PNUSAE034456"
"67585","Escherichia","coli","CHL","=","8","S","PNUSAE031220"
"67592","Escherichia","coli","CHL","=","8","S","PNUSAE021950"
"67593","Escherichia","coli","CHL",">","32","R","PNUSAE026948"
"67597","Escherichia","coli","CHL","=","16","I","PNUSAE032656"
"67598","Escherichia","coli","CHL",">","32","R","PNUSAE039133"
"67599","Escherichia","coli","CHL","=","8","S","PNUSAE039134"
"67625","Escherichia","coli","CHL","=","8","S","PNUSAE037865"
"67639","Escherichia","coli","CHL","=","8","S","PNUSAE029248"
"67642","Escherichia","coli","CHL",">","32","R","PNUSAE037119"
"67643","Escherichia","coli","CHL","=","8","S","PNUSAE034782"
"67675","Escherichia","coli","CHL","=","8","S","PNUSAE038034"
"67676","Escherichia","coli","CHL",">","32","R","PNUSAE038033"
"67677","Escherichia","coli","CHL","=","8","S","PNUSAE039257"
"67681","Escherichia","coli","CHL","=","8","S","PNUSAE036466"
"67731","Escherichia","coli","CHL","=","4","S","PNUSAE040662"
"67736","Escherichia","coli","CHL","=","8","S","PNUSAE041675"
"67737","Escherichia","coli","CHL","=","8","S","PNUSAE037589"
"67738","Escherichia","coli","CHL","=","8","S","PNUSAE037387"
"67741","Escherichia","coli","CHL","=","8","S","PNUSAE022459"
"67742","Escherichia","coli","CHL","=","8","S","PNUSAE026116"
"67748","Escherichia","coli","CHL",">","32","R","PNUSAE042491"
"67751","Escherichia","coli","CHL","=","8","S","PNUSAE031327"
"67755","Escherichia","coli","CHL","=","8","S","PNUSAE041453"
"67756","Escherichia","coli","CHL","=","8","S","PNUSAE039454"
"67757","Escherichia","coli","CHL","=","8","S","PNUSAE046329"
"67758","Escherichia","coli","CHL","=","8","S","PNUSAE041060"
"67759","Escherichia","coli","CHL","=","8","S","PNUSAE045776"
"67763","Escherichia","coli","CHL","=","8","S","PNUSAE048316"
"67764","Escherichia","coli","CHL","=","8","S","PNUSAE037755"
"67765","Escherichia","coli","CHL","=","8","S","PNUSAE040808"
"67766","Escherichia","coli","CHL","=","8","S","PNUSAE043855"
"67770","Escherichia","coli","CHL","=","8","S","PNUSAE045275"
"67776","Escherichia","coli","CHL","=","8","S","PNUSAE038491"
"67777","Escherichia","coli","CHL","=","8","S","PNUSAE041597"
"67778","Escherichia","coli","CHL","=","8","S","PNUSAE028004"
"67779","Escherichia","coli","CHL","=","16","I","PNUSAE040963"
"67780","Escherichia","coli","CHL","=","8","S","PNUSAE041929"
"67781","Escherichia","coli","CHL","=","16","I","PNUSAE045122"
"67782","Escherichia","coli","CHL","=","16","I","PNUSAE035415"
"67783","Escherichia","coli","CHL","=","8","S","PNUSAE041763"
"67784","Escherichia","coli","CHL","=","8","S","PNUSAE038299"
"67790","Escherichia","coli","CHL","=","8","S","PNUSAE022337"
"67791","Escherichia","coli","CHL","=","4","S","PNUSAE038792"
"67792","Escherichia","coli","CHL","=","8","S","PNUSAE042175"
"67798","Escherichia","coli","CHL","=","8","S","PNUSAE044356"
"67806","Escherichia","coli","CHL","=","8","S","PNUSAE034250"
"67807","Escherichia","coli","CHL","=","8","S","PNUSAE023414"
"67813","Escherichia","coli","CHL","=","8","S","PNUSAE042545"
"67823","Escherichia","coli","CHL","=","8","S","PNUSAE039252"
"67824","Escherichia","coli","CHL","=","16","I","PNUSAE043271"
"67832","Escherichia","coli","CHL",">","32","R","PNUSAE044159"
"67834","Escherichia","coli","CHL","=","8","S","PNUSAE046766"
"67837","Escherichia","coli","CHL","=","8","S","PNUSAE042993"
"67851","Escherichia","coli","CHL","=","8","S","PNUSAE043859"
"67857","Escherichia","coli","CHL","=","8","S","PNUSAE037520"
"67863","Escherichia","coli","CHL","=","8","S","PNUSAE041505"
"67864","Escherichia","coli","CHL","=","8","S","PNUSAE044169"
"67985","Escherichia","coli","CHL","=","4","S","PNUSAE054834"
"68003","Escherichia","coli","CHL","=","8","S","PNUSAE059147"
"68055","Escherichia","coli","CHL","=","8","S","PNUSAE046907"
"68099","Escherichia","coli","CHL","=","8","S","PNUSAE048589"
"68107","Escherichia","coli","CHL","=","8","S","PNUSAE055687"
"68108","Escherichia","coli","CHL","<=","2","S","PNUSAE060763"
"68109","Escherichia","coli","CHL","=","8","S","PNUSAE046362"
"68125","Escherichia","coli","CHL","=","8","S","PNUSAE049606"
"68126","Escherichia","coli","CHL",">","32","R","PNUSAE061719"
"68129","Escherichia","coli","CHL","=","8","S","PNUSAE046308"
"68134","Escherichia","coli","CHL","=","8","S","PNUSAE054087"
"68135","Escherichia","coli","CHL","=","4","S","PNUSAE062172"
"68138","Escherichia","coli","CHL","=","8","S","PNUSAE054669"
"68142","Escherichia","coli","CHL","=","4","S","PNUSAE011704"
"68143","Escherichia","coli","CHL","=","8","S","PNUSAE011705"
"68144","Escherichia","coli","CHL","=","8","S","PNUSAE012347"
"68164","Escherichia","coli","CHL","=","8","S","PNUSAE048199"
"68165","Escherichia","coli","CHL",">","32","R","PNUSAE052064"
"68166","Escherichia","coli","CHL","=","8","S","PNUSAE052593"
"68174","Escherichia","coli","CHL","=","8","S","PNUSAE047571"
"68188","Escherichia","coli","CHL","=","8","S","PNUSAE050959"
"68194","Escherichia","coli","CHL","=","8","S","PNUSAE054730"
"68200","Escherichia","coli","CHL","=","4","S","PNUSAE048283"
"68202","Escherichia","coli","CHL","=","4","S","PNUSAE047084"
"68203","Escherichia","coli","CHL","=","4","S","PNUSAE047082"
"68204","Escherichia","coli","CHL","=","8","S","PNUSAE047786"
"68205","Escherichia","coli","CHL","=","8","S","PNUSAE054369"
"68206","Escherichia","coli","CHL","=","8","S","PNUSAE051008"
"68207","Escherichia","coli","CHL","=","8","S","PNUSAE046536"
"68210","Escherichia","coli","CHL","=","8","S","PNUSAE051497"
"68214","Escherichia","coli","CHL","=","8","S","PNUSAE045668"
"68215","Escherichia","coli","CHL","=","8","S","PNUSAE046846"
"68223","Escherichia","coli","CHL","=","8","S","PNUSAE046809"
