"","Genus","Species","Antibiotic","Equiv","Result","Phenotype","Data"
"192677","Escherichia","coli","STR","=","4","S","PNUSAE012595"
"192679","Escherichia","coli","STR","=","4","S","PNUSAE016743"
"192680","Escherichia","coli","STR","=","4","S","PNUSAE018774"
"192682","Escherichia","coli","STR","=","4","S","PNUSAE015234"
"192683","Escherichia","coli","STR","=","4","S","PNUSAE016352"
"192687","Escherichia","coli","STR","=","8","S","SAMN13279834"
"192688","Escherichia","coli","STR","=","8","S","SAMN13280849"
"192689","Escherichia","coli","STR","=","8","S","SAMN13280863"
"192700","Escherichia","coli","STR","=","8","S","PNUSAE018534"
"192702","Escherichia","coli","STR","=","4","S","PNUSAE016154"
"192703","Escherichia","coli","STR","=","4","S","PNUSAE016708"
"192724","Escherichia","coli","STR","=","4","S","PNUSAE019463"
"192728","Escherichia","coli","STR","=","4","S","PNUSAE011846"
"192729","Escherichia","coli","STR",">","64","R","PNUSAE013769"
"192733","Escherichia","coli","STR","=","4","S","PNUSAE019920"
"192734","Escherichia","coli","STR","=","8","S","PNUSAE018380"
"192750","Escherichia","coli","STR","=","4","S","PNUSAE019484"
"192752","Escherichia","coli","STR",">","64","R","PNUSAE013783"
"192756","Escherichia","coli","STR","=","4","S","PNUSAE020519"
"192759","Escherichia","coli","STR","=","8","S","PNUSAE015999"
"192760","Escherichia","coli","STR","=","4","S","PNUSAE017293"
"192761","Escherichia","coli","STR",">","64","R","PNUSAE018744"
"192763","Escherichia","coli","STR","=","4","S","PNUSAE015395"
"192764","Escherichia","coli","STR","=","4","S","PNUSAE019411"
"192765","Escherichia","coli","STR","=","4","S","PNUSAE019832"
"192772","Escherichia","coli","STR","=","4","S","PNUSAE015206"
"192773","Escherichia","coli","STR","=","4","S","PNUSAE017549"
"192774","Escherichia","coli","STR","=","4","S","PNUSAE018859"
"192779","Escherichia","coli","STR","=","8","S","PNUSAE020493"
"192784","Escherichia","coli","STR","=","4","S","PNUSAE019219"
"192788","Escherichia","coli","STR","=","4","S","PNUSAE020299"
"192789","Escherichia","coli","STR","=","4","S","PNUSAE020889"
"192792","Escherichia","coli","STR","=","4","S","PNUSAE019642"
"192797","Escherichia","coli","STR","=","8","S","PNUSAE016550"
"192798","Escherichia","coli","STR","=","8","S","PNUSAE018576"
"192802","Escherichia","coli","STR","=","4","S","PNUSAE019805"
"192803","Escherichia","coli","STR","=","8","S","PNUSAE020840"
"192806","Escherichia","coli","STR","=","4","S","PNUSAE015602"
"192809","Escherichia","coli","STR","=","4","S","PNUSAE020518"
"192810","Escherichia","coli","STR","=","8","S","PNUSAE019739"
"192813","Escherichia","coli","STR","=","4","S","PNUSAE020789"
"192814","Escherichia","coli","STR","=","8","S","PNUSAE021393"
"192815","Escherichia","coli","STR","=","4","S","PNUSAE019675"
"192816","Escherichia","coli","STR","=","32","R","PNUSAE016025"
"192817","Escherichia","coli","STR","=","4","S","PNUSAE020588"
"192819","Escherichia","coli","STR","=","4","S","PNUSAE020264"
"192825","Escherichia","coli","STR","=","4","S","PNUSAE021337"
"192828","Escherichia","coli","STR","=","4","S","PNUSAE016997"
"192833","Escherichia","coli","STR","=","4","S","PNUSAE022107"
"192835","Escherichia","coli","STR","=","4","S","PNUSAE021561"
"192836","Escherichia","coli","STR","=","4","S","PNUSAE021567"
"192837","Escherichia","coli","STR","=","4","S","PNUSAE019983"
"192838","Escherichia","coli","STR","=","4","S","PNUSAE019409"
"192839","Escherichia","coli","STR","=","4","S","PNUSAE020098"
"192846","Escherichia","coli","STR","=","8","S","PNUSAE019614"
"192847","Escherichia","coli","STR","=","4","S","PNUSAE017042"
"192848","Escherichia","coli","STR","=","4","S","PNUSAE018138"
"192852","Escherichia","coli","STR","=","4","S","PNUSAE019533"
"192854","Escherichia","coli","STR","=","8","S","PNUSAE019726"
"192857","Escherichia","coli","STR","=","4","S","PNUSAE019329"
"192858","Escherichia","coli","STR","=","4","S","PNUSAE021588"
"192859","Escherichia","coli","STR","=","8","S","PNUSAE021236"
"192867","Escherichia","coli","STR","=","16","S","PNUSAE021148"
"192868","Escherichia","coli","STR","=","4","S","PNUSAE021901"
"192870","Escherichia","coli","STR","=","4","S","PNUSAE020814"
"192872","Escherichia","coli","STR","=","4","S","PNUSAE017189"
"192873","Escherichia","coli","STR","=","4","S","PNUSAE020254"
"192878","Escherichia","coli","STR",">","64","R","PNUSAE022469"
"192879","Escherichia","coli","STR","=","4","S","PNUSAE021802"
"192881","Escherichia","coli","STR","=","4","S","PNUSAE024487"
"192883","Escherichia","coli","STR","=","4","S","PNUSAE020169"
"192884","Escherichia","coli","STR",">","64","R","PNUSAE021710"
"192885","Escherichia","coli","STR","=","4","S","PNUSAE021571"
"192886","Escherichia","coli","STR","=","8","S","PNUSAE020675"
"192887","Escherichia","coli","STR","=","8","S","PNUSAE021657"
"192888","Escherichia","coli","STR","=","4","S","PNUSAE017833"
"192889","Escherichia","coli","STR","=","8","S","PNUSAE018549"
"192890","Escherichia","coli","STR","=","4","S","PNUSAE018966"
"192894","Escherichia","coli","STR","=","8","S","PNUSAE021703"
"192895","Escherichia","coli","STR","=","4","S","PNUSAE019759"
"192896","Escherichia","coli","STR","=","8","S","PNUSAE023246"
"192897","Escherichia","coli","STR","=","8","S","PNUSAE021693"
"192898","Escherichia","coli","STR","=","4","S","PNUSAE022341"
"192899","Escherichia","coli","STR","=","4","S","PNUSAE022552"
"192900","Escherichia","coli","STR","=","4","S","PNUSAE022295"
"192901","Escherichia","coli","STR","=","4","S","PNUSAE020677"
"192903","Escherichia","coli","STR",">","64","R","PNUSAE022837"
"192904","Escherichia","coli","STR","=","4","S","PNUSAE021985"
"192905","Escherichia","coli","STR","=","4","S","PNUSAE026149"
"192907","Escherichia","coli","STR","=","4","S","PNUSAE021745"
"192910","Escherichia","coli","STR","=","8","S","PNUSAE020880"
"192911","Escherichia","coli","STR","=","8","S","PNUSAE020297"
"192913","Escherichia","coli","STR","=","4","S","PNUSAE021840"
"192914","Escherichia","coli","STR","=","4","S","PNUSAE022182"
"192919","Escherichia","coli","STR","=","4","S","PNUSAE023331"
"192920","Escherichia","coli","STR","=","4","S","PNUSAE015425"
"192921","Escherichia","coli","STR","=","4","S","PNUSAE023897"
"192922","Escherichia","coli","STR","=","4","S","PNUSAE021974"
"192923","Escherichia","coli","STR","=","4","S","PNUSAE022092"
"192925","Escherichia","coli","STR","=","8","S","PNUSAE022730"
"192927","Escherichia","coli","STR","=","4","S","PNUSAE022531"
"192933","Escherichia","coli","STR","=","4","S","PNUSAE022907"
"192934","Escherichia","coli","STR","=","4","S","PNUSAE021774"
"192942","Escherichia","coli","STR","=","4","S","PNUSAE021894"
"192946","Escherichia","coli","STR","=","4","S","PNUSAE031718"
"192951","Escherichia","coli","STR","=","32","R","PNUSAE022507"
"192952","Escherichia","coli","STR","=","4","S","PNUSAE021822"
"192955","Escherichia","coli","STR","=","4","S","PNUSAE024683"
"192959","Escherichia","coli","STR","=","4","S","PNUSAE024075"
"192963","Escherichia","coli","STR","=","64","R","PNUSAE022001"
"192966","Escherichia","coli","STR","=","8","S","PNUSAE017383"
"192967","Escherichia","coli","STR",">","64","R","PNUSAE020687"
"192968","Escherichia","coli","STR","=","4","S","PNUSAE021882"
"192979","Escherichia","coli","STR","=","4","S","PNUSAE023553"
"192980","Escherichia","coli","STR","=","4","S","PNUSAE026319"
"192982","Escherichia","coli","STR","=","4","S","PNUSAE024887"
"192984","Escherichia","coli","STR","=","4","S","PNUSAE023920"
"192985","Escherichia","coli","STR","=","4","S","PNUSAE025251"
"192986","Escherichia","coli","STR","=","8","S","PNUSAE024471"
"192990","Escherichia","coli","STR","=","4","S","PNUSAE026227"
"192991","Escherichia","coli","STR","=","4","S","PNUSAE028286"
"193001","Escherichia","coli","STR","=","4","S","PNUSAE025708"
"193007","Escherichia","coli","STR","=","4","S","PNUSAE026449"
"193013","Escherichia","coli","STR",">","64","R","SAMN13279824"
"193014","Escherichia","coli","STR","=","4","S","PNUSAE022711"
"193015","Escherichia","coli","STR","=","4","S","PNUSAE024352"
"193016","Escherichia","coli","STR",">","64","R","PNUSAE026073"
"193021","Escherichia","coli","STR","=","4","S","PNUSAE026287"
"193033","Escherichia","coli","STR","=","4","S","PNUSAE023858"
"193035","Escherichia","coli","STR","=","4","S","PNUSAE023415"
"193036","Escherichia","coli","STR","=","4","S","PNUSAE024260"
"193037","Escherichia","coli","STR","=","4","S","PNUSAE027557"
"193038","Escherichia","coli","STR","=","4","S","PNUSAE026556"
"193060","Escherichia","coli","STR",">","64","R","PNUSAE023895"
"193061","Escherichia","coli","STR","=","64","R","PNUSAE029196"
"193065","Escherichia","coli","STR","=","4","S","PNUSAE028497"
"193083","Escherichia","coli","STR",">","64","R","PNUSAE025565"
"193084","Escherichia","coli","STR","=","4","S","PNUSAE026814"
"193131","Escherichia","coli","STR","=","4","S","PNUSAE022216"
"193132","Escherichia","coli","STR","=","4","S","PNUSAE023671"
"193141","Escherichia","coli","STR","=","4","S","PNUSAE026833"
"193151","Escherichia","coli","STR","=","4","S","PNUSAE027256"
"193154","Escherichia","coli","STR","=","4","S","PNUSAE031875"
"193162","Escherichia","coli","STR","=","8","S","PNUSAE029167"
"193168","Escherichia","coli","STR",">","64","R","PNUSAE027007"
"193169","Escherichia","coli","STR","=","8","S","PNUSAE029893"
"193176","Escherichia","coli","STR","=","4","S","PNUSAE032290"
"193177","Escherichia","coli","STR","=","8","S","PNUSAE037103"
"193178","Escherichia","coli","STR",">","64","R","PNUSAE029652"
"193181","Escherichia","coli","STR","=","4","S","PNUSAE028047"
"193182","Escherichia","coli","STR",">","64","R","PNUSAE030194"
"193185","Escherichia","coli","STR","=","4","S","PNUSAE037017"
"193191","Escherichia","coli","STR","=","16","S","PNUSAE033074"
"193194","Escherichia","coli","STR",">","64","R","PNUSAE025977"
"193213","Escherichia","coli","STR","=","4","S","PNUSAE028809"
"193214","Escherichia","coli","STR","=","4","S","PNUSAE033543"
"193220","Escherichia","coli","STR","=","8","S","PNUSAE037713"
"193230","Escherichia","coli","STR","=","4","S","PNUSAE030857"
"193231","Escherichia","coli","STR","=","4","S","PNUSAE035837"
"193248","Escherichia","coli","STR","=","4","S","PNUSAE029316"
"193249","Escherichia","coli","STR","=","4","S","PNUSAE034811"
"193251","Escherichia","coli","STR","=","4","S","PNUSAE030625"
"193252","Escherichia","coli","STR","=","8","S","PNUSAE031768"
"193253","Escherichia","coli","STR","=","4","S","PNUSAE034066"
"193258","Escherichia","coli","STR","=","4","S","PNUSAE026314"
"193259","Escherichia","coli","STR",">","64","R","PNUSAE034207"
"193278","Escherichia","coli","STR","=","4","S","PNUSAE034456"
"193289","Escherichia","coli","STR","=","8","S","PNUSAE031220"
"193296","Escherichia","coli","STR","=","4","S","PNUSAE021950"
"193297","Escherichia","coli","STR",">","64","R","PNUSAE026948"
"193301","Escherichia","coli","STR","=","8","S","PNUSAE032656"
"193302","Escherichia","coli","STR",">","64","R","PNUSAE039133"
"193303","Escherichia","coli","STR","=","8","S","PNUSAE039134"
"193329","Escherichia","coli","STR","=","8","S","PNUSAE037865"
"193343","Escherichia","coli","STR","=","8","S","PNUSAE029248"
"193346","Escherichia","coli","STR",">","64","R","PNUSAE037119"
"193347","Escherichia","coli","STR","=","4","S","PNUSAE034782"
"193379","Escherichia","coli","STR","=","4","S","PNUSAE038034"
"193380","Escherichia","coli","STR",">","64","R","PNUSAE038033"
"193381","Escherichia","coli","STR","=","8","S","PNUSAE039257"
"193385","Escherichia","coli","STR","=","64","R","PNUSAE036466"
"193435","Escherichia","coli","STR",">","64","R","PNUSAE040662"
"193440","Escherichia","coli","STR","=","4","S","PNUSAE041675"
"193441","Escherichia","coli","STR","=","4","S","PNUSAE037589"
"193442","Escherichia","coli","STR","=","4","S","PNUSAE037387"
"193445","Escherichia","coli","STR","=","4","S","PNUSAE022459"
"193446","Escherichia","coli","STR","=","8","S","PNUSAE026116"
"193452","Escherichia","coli","STR",">","64","R","PNUSAE042491"
"193455","Escherichia","coli","STR","=","8","S","PNUSAE031327"
"193460","Escherichia","coli","STR","=","4","S","PNUSAE039454"
"193461","Escherichia","coli","STR",">","64","R","PNUSAE046329"
"193462","Escherichia","coli","STR","=","8","S","PNUSAE041060"
"193463","Escherichia","coli","STR","=","8","S","PNUSAE045776"
"193468","Escherichia","coli","STR","=","8","S","PNUSAE037755"
"193469","Escherichia","coli","STR","=","4","S","PNUSAE040808"
"193470","Escherichia","coli","STR","=","4","S","PNUSAE043855"
"193474","Escherichia","coli","STR","=","4","S","PNUSAE045275"
"193480","Escherichia","coli","STR","=","4","S","PNUSAE038491"
"193481","Escherichia","coli","STR","=","4","S","PNUSAE041597"
"193482","Escherichia","coli","STR","=","8","S","PNUSAE028004"
"193483","Escherichia","coli","STR","=","16","S","PNUSAE040963"
"193484","Escherichia","coli","STR","=","4","S","PNUSAE041929"
"193485","Escherichia","coli","STR","=","8","S","PNUSAE045122"
"193486","Escherichia","coli","STR","=","8","S","PNUSAE035415"
"193487","Escherichia","coli","STR","=","4","S","PNUSAE041763"
"193488","Escherichia","coli","STR","=","4","S","PNUSAE038299"
"193494","Escherichia","coli","STR","=","4","S","PNUSAE022337"
"193495","Escherichia","coli","STR","=","4","S","PNUSAE038792"
"193496","Escherichia","coli","STR","=","4","S","PNUSAE042175"
"193502","Escherichia","coli","STR","=","4","S","PNUSAE044356"
"193510","Escherichia","coli","STR","=","4","S","PNUSAE034250"
"193511","Escherichia","coli","STR","=","8","S","PNUSAE023414"
"193517","Escherichia","coli","STR","=","8","S","PNUSAE042545"
"193527","Escherichia","coli","STR","=","8","S","PNUSAE039252"
"193528","Escherichia","coli","STR","=","8","S","PNUSAE043271"
"193536","Escherichia","coli","STR",">","64","R","PNUSAE044159"
"193541","Escherichia","coli","STR","=","4","S","PNUSAE042993"
"193555","Escherichia","coli","STR","=","4","S","PNUSAE043859"
"193561","Escherichia","coli","STR","=","4","S","PNUSAE037520"
"193567","Escherichia","coli","STR","=","8","S","PNUSAE041505"
"193568","Escherichia","coli","STR","=","4","S","PNUSAE044169"
"193846","Escherichia","coli","STR","=","4","S","PNUSAE011704"
"193847","Escherichia","coli","STR","<=","2","S","PNUSAE011705"
"193848","Escherichia","coli","STR","=","4","S","PNUSAE012347"
"205098","Escherichia","coli","TET","<=","4","S","SAMN13279829"
"205100","Escherichia","coli","TET","<=","4","S","SAMN13279831"
"205101","Escherichia","coli","TET","<=","4","S","SAMN13279903"
"205102","Escherichia","coli","TET","<=","4","S","SAMN13279825"
"205103","Escherichia","coli","TET","=","8","I","PNUSAE002691"
"205104","Escherichia","coli","TET","<=","4","S","PNUSAE002788"
"205105","Escherichia","coli","TET","=","32","R","PNUSAE002891"
"205106","Escherichia","coli","TET","<=","4","S","SAMN13279869"
"205108","Escherichia","coli","TET","<=","4","S","SAMN13279924"
"205109","Escherichia","coli","TET","<=","4","S","SAMN13279962"
"205110","Escherichia","coli","TET","<=","4","S","SAMN13279864"
"205111","Escherichia","coli","TET","<=","4","S","SAMN13279960"
"205112","Escherichia","coli","TET","<=","4","S","SAMN13279928"
"205113","Escherichia","coli","TET",">","32","R","SAMN13283333"
"205114","Escherichia","coli","TET","=","16","R","SAMN13283332"
"205115","Escherichia","coli","TET","<=","4","S","SAMN13242745"
"205116","Escherichia","coli","TET","=","32","R","PNUSAE003358"
"205117","Escherichia","coli","TET","<=","4","S","SAMN13242711"
"205118","Escherichia","coli","TET",">","32","R","SAMN13279832"
"205119","Escherichia","coli","TET","<=","4","S","SAMN13242768"
"205120","Escherichia","coli","TET","<=","4","S","SAMN13279884"
"205121","Escherichia","coli","TET","<=","4","S","SAMN13242763"
"205122","Escherichia","coli","TET",">","32","R","SAMN13242726"
"205123","Escherichia","coli","TET","<=","4","S","SAMN13242722"
"205124","Escherichia","coli","TET","=","32","R","PNUSAE002904"
"205125","Escherichia","coli","TET","<=","4","S","SAMN13242707"
"205126","Escherichia","coli","TET","<=","4","S","SAMN13242729"
"205128","Escherichia","coli","TET","<=","4","S","SAMN13242723"
"205129","Escherichia","coli","TET",">","32","R","SAMN13242767"
"205130","Escherichia","coli","TET","<=","4","S","SAMN13242748"
"205131","Escherichia","coli","TET","<=","4","S","SAMN13283331"
"205132","Escherichia","coli","TET",">","32","R","SAMN13242765"
"205133","Escherichia","coli","TET","<=","4","S","SAMN13279822"
"205134","Escherichia","coli","TET","<=","4","S","SAMN13279887"
"205135","Escherichia","coli","TET","<=","4","S","SAMN13279886"
"205136","Escherichia","coli","TET","<=","4","S","SAMN13279881"
"205137","Escherichia","coli","TET","<=","4","S","SAMN13280850"
"205138","Escherichia","coli","TET","<=","4","S","SAMN13280854"
"205139","Escherichia","coli","TET","<=","4","S","SAMN13242766"
"205140","Escherichia","coli","TET","<=","4","S","SAMN13242725"
"205142","Escherichia","coli","TET","<=","4","S","SAMN13242727"
"205143","Escherichia","coli","TET","<=","4","S","SAMN13242721"
"205144","Escherichia","coli","TET","<=","4","S","PNUSAE004899"
"205145","Escherichia","coli","TET","<=","4","S","SAMN13242728"
"205146","Escherichia","coli","TET","<=","4","S","SAMN13242741"
"205147","Escherichia","coli","TET","<=","4","S","SAMN13242738"
"205149","Escherichia","coli","TET","<=","4","S","SAMN13279866"
"205150","Escherichia","coli","TET",">","32","R","SAMN13279865"
"205151","Escherichia","coli","TET","<=","4","S","PNUSAE006822"
"205152","Escherichia","coli","TET","<=","4","S","SAMN13280855"
"205153","Escherichia","coli","TET","<=","4","S","SAMN13280856"
"205154","Escherichia","coli","TET","<=","4","S","SAMN13279830"
"205155","Escherichia","coli","TET","=","16","R","SAMN13279837"
"205156","Escherichia","coli","TET","<=","4","S","SAMN13279937"
"205157","Escherichia","coli","TET","<=","4","S","SAMN13283343"
"205158","Escherichia","coli","TET","<=","4","S","PNUSAE004693"
"205159","Escherichia","coli","TET","<=","4","S","SAMN13279900"
"205160","Escherichia","coli","TET","<=","4","S","SAMN13291111"
"205161","Escherichia","coli","TET","<=","4","S","PNUSAE004615"
"205162","Escherichia","coli","TET","<=","4","S","SAMN13242705"
"205163","Escherichia","coli","TET","<=","4","S","SAMN13242704"
"205164","Escherichia","coli","TET","<=","4","S","SAMN11031658"
"205165","Escherichia","coli","TET","<=","4","S","SAMN13280851"
"205167","Escherichia","coli","TET","<=","4","S","SAMN13280860"
"205168","Escherichia","coli","TET","<=","4","S","SAMN13242730"
"205169","Escherichia","coli","TET","<=","4","S","SAMN13242724"
"205170","Escherichia","coli","TET","<=","4","S","PNUSAE005366"
"205171","Escherichia","coli","TET","<=","4","S","PNUSAE004240"
"205172","Escherichia","coli","TET","<=","4","S","PNUSAE003278"
"205173","Escherichia","coli","TET","<=","4","S","SAMN13279833"
"205174","Escherichia","coli","TET","<=","4","S","SAMN11031637"
"205176","Escherichia","coli","TET","<=","4","S","SAMN13242731"
"205177","Escherichia","coli","TET","<=","4","S","PNUSAE005432"
"205179","Escherichia","coli","TET","<=","4","S","SAMN08595247"
"205180","Escherichia","coli","TET","<=","4","S","SAMN13279961"
"205181","Escherichia","coli","TET","<=","4","S","SAMN13283335"
"205182","Escherichia","coli","TET","=","32","R","SAMN11031719"
"205183","Escherichia","coli","TET","<=","4","S","SAMN13242719"
"205184","Escherichia","coli","TET","=","32","R","PNUSAE005416"
"205185","Escherichia","coli","TET","<=","4","S","PNUSAE003883"
"205187","Escherichia","coli","TET",">","32","R","SAMN13279920"
"205188","Escherichia","coli","TET","=","16","R","SAMN13279889"
"205189","Escherichia","coli","TET",">","32","R","SAMN13279826"
"205190","Escherichia","coli","TET","<=","4","S","SAMN11031748"
"205191","Escherichia","coli","TET","<=","4","S","SAMN13279827"
"205192","Escherichia","coli","TET","<=","4","S","SAMN11031601"
"205193","Escherichia","coli","TET","<=","4","S","SAMN11031598"
"205194","Escherichia","coli","TET","<=","4","S","SAMN11031657"
"205195","Escherichia","coli","TET","<=","4","S","SAMN11031646"
"205196","Escherichia","coli","TET","<=","4","S","SAMN11031634"
"205197","Escherichia","coli","TET","<=","4","S","SAMN13242703"
"205198","Escherichia","coli","TET","<=","4","S","PNUSAE004496"
"205199","Escherichia","coli","TET","<=","4","S","SAMN11031747"
"205200","Escherichia","coli","TET","<=","4","S","SAMN11031714"
"205201","Escherichia","coli","TET","<=","4","S","SAMN11031729"
"205202","Escherichia","coli","TET","<=","4","S","SAMN11031715"
"205203","Escherichia","coli","TET","=","32","R","SAMN13242764"
"205204","Escherichia","coli","TET","<=","4","S","SAMN13279823"
"205205","Escherichia","coli","TET","<=","4","S","SAMN11031756"
"205206","Escherichia","coli","TET","<=","4","S","SAMN11031728"
"205207","Escherichia","coli","TET","<=","4","S","PNUSAE005390"
"205208","Escherichia","coli","TET","<=","4","S","SAMN13280868"
"205212","Escherichia","coli","TET","<=","4","S","SAMN11031727"
"205213","Escherichia","coli","TET","<=","4","S","SAMN11031726"
"205214","Escherichia","coli","TET","<=","4","S","SAMN11031738"
"205215","Escherichia","coli","TET","=","8","I","SAMN11031656"
"205217","Escherichia","coli","TET","<=","4","S","SAMN11031654"
"205218","Escherichia","coli","TET","<=","4","S","SAMN11031594"
"205219","Escherichia","coli","TET","<=","4","S","SAMN11031606"
"205220","Escherichia","coli","TET","<=","4","S","SAMN13279959"
"205221","Escherichia","coli","TET",">","32","R","SAMN13279936"
"205222","Escherichia","coli","TET","<=","4","S","SAMN11031655"
"205225","Escherichia","coli","TET","=","8","I","PNUSAE005630"
"205226","Escherichia","coli","TET",">","32","R","SAMN11031653"
"205228","Escherichia","coli","TET","<=","4","S","PNUSAE004858"
"205229","Escherichia","coli","TET","<=","4","S","PNUSAE006538"
"205230","Escherichia","coli","TET","<=","4","S","SAMN11031753"
"205231","Escherichia","coli","TET","<=","4","S","SAMN11031750"
"205233","Escherichia","coli","TET","<=","4","S","SAMN06475293"
"205234","Escherichia","coli","TET","<=","4","S","SAMN11031721"
"205236","Escherichia","coli","TET","=","16","R","SAMN11031733"
"205238","Escherichia","coli","TET","<=","4","S","PNUSAE006824"
"205239","Escherichia","coli","TET","<=","4","S","PNUSAE006003"
"205240","Escherichia","coli","TET",">","32","R","PNUSAE006964"
"205246","Escherichia","coli","TET","<=","4","S","SAMN11031735"
"205247","Escherichia","coli","TET","<=","4","S","SAMN11031734"
"205248","Escherichia","coli","TET","<=","4","S","PNUSAE006086"
"205250","Escherichia","coli","TET","<=","4","S","SAMN13279877"
"205251","Escherichia","coli","TET","<=","4","S","SAMN11031760"
"205252","Escherichia","coli","TET","<=","4","S","PNUSAE013704"
"205255","Escherichia","coli","TET","<=","4","S","SAMN11031607"
"205256","Escherichia","coli","TET","<=","4","S","SAMN11031633"
"205259","Escherichia","coli","TET","<=","4","S","PNUSAE007631"
"205260","Escherichia","coli","TET","<=","4","S","SAMN13279958"
"205263","Escherichia","coli","TET","<=","4","S","PNUSAE005155"
"205264","Escherichia","coli","TET",">","32","R","SAMN13283346"
"205265","Escherichia","coli","TET",">","32","R","SAMN11031642"
"205268","Escherichia","coli","TET","<=","4","S","PNUSAE014508"
"205270","Escherichia","coli","TET","<=","4","S","PNUSAE007184"
"205271","Escherichia","coli","TET","<=","4","S","PNUSAE005872"
"205273","Escherichia","coli","TET","<=","4","S","PNUSAE008899"
"205274","Escherichia","coli","TET","<=","4","S","PNUSAE009812"
"205276","Escherichia","coli","TET","<=","4","S","PNUSAE008414"
"205278","Escherichia","coli","TET","<=","4","S","PNUSAE007247"
"205281","Escherichia","coli","TET","<=","4","S","PNUSAE005657"
"205282","Escherichia","coli","TET","<=","4","S","PNUSAE006182"
"205283","Escherichia","coli","TET","<=","4","S","PNUSAE005498"
"205286","Escherichia","coli","TET","<=","4","S","PNUSAE008612"
"205287","Escherichia","coli","TET","<=","4","S","PNUSAE008293"
"205290","Escherichia","coli","TET","<=","4","S","PNUSAE009509"
"205299","Escherichia","coli","TET","<=","4","S","PNUSAE014533"
"205300","Escherichia","coli","TET",">","32","R","PNUSAE014544"
"205301","Escherichia","coli","TET",">","32","R","PNUSAE013461"
"205305","Escherichia","coli","TET","<=","4","S","PNUSAE006587"
"205308","Escherichia","coli","TET","<=","4","S","SAMN11031640"
"205309","Escherichia","coli","TET","<=","4","S","SAMN13279861"
"205320","Escherichia","coli","TET","<=","4","S","PNUSAE003931"
"205322","Escherichia","coli","TET","<=","4","S","SAMN11031749"
"205323","Escherichia","coli","TET","<=","4","S","PNUSAE006222"
"205324","Escherichia","coli","TET",">","32","R","PNUSAE008492"
"205326","Escherichia","coli","TET","<=","4","S","PNUSAE009193"
"205327","Escherichia","coli","TET","<=","4","S","PNUSAE008231"
"205328","Escherichia","coli","TET","<=","4","S","PNUSAE008825"
"205339","Escherichia","coli","TET","=","8","I","PNUSAE006858"
"205344","Escherichia","coli","TET","<=","4","S","PNUSAE005576"
"205345","Escherichia","coli","TET",">","32","R","SAMN13279863"
"205346","Escherichia","coli","TET",">","32","R","SAMN13279862"
"205355","Escherichia","coli","TET","<=","4","S","PNUSAE008896"
"205360","Escherichia","coli","TET","=","32","R","PNUSAE009465"
"205362","Escherichia","coli","TET","<=","4","S","SAMN11031622"
"205363","Escherichia","coli","TET","<=","4","S","SAMN11031616"
"205364","Escherichia","coli","TET","<=","4","S","SAMN11031608"
"205365","Escherichia","coli","TET","<=","4","S","SAMN11031609"
"205366","Escherichia","coli","TET","<=","4","S","PNUSAE004671"
"205367","Escherichia","coli","TET","<=","4","S","PNUSAE006360"
"205368","Escherichia","coli","TET","<=","4","S","PNUSAE006361"
"205369","Escherichia","coli","TET","<=","4","S","PNUSAE006362"
"205370","Escherichia","coli","TET","<=","4","S","PNUSAE006363"
"205371","Escherichia","coli","TET","=","8","I","SAMN13280858"
"205372","Escherichia","coli","TET","<=","4","S","SAMN13280857"
"205373","Escherichia","coli","TET","<=","4","S","SAMN13279836"
"205378","Escherichia","coli","TET","<=","4","S","PNUSAE008776"
"205379","Escherichia","coli","TET","<=","4","S","PNUSAE009930"
"205383","Escherichia","coli","TET","<=","4","S","PNUSAE008774"
"205384","Escherichia","coli","TET","<=","4","S","PNUSAE009603"
"205385","Escherichia","coli","TET","<=","4","S","PNUSAE010414"
"205391","Escherichia","coli","TET","<=","4","S","PNUSAE011038"
"205393","Escherichia","coli","TET","<=","4","S","PNUSAE005951"
"205395","Escherichia","coli","TET","<=","4","S","PNUSAE009962"
"205398","Escherichia","coli","TET","=","16","R","PNUSAE010251"
"205399","Escherichia","coli","TET","<=","4","S","PNUSAE011065"
"205400","Escherichia","coli","TET",">","32","R","PNUSAE010909"
"205402","Escherichia","coli","TET","<=","4","S","PNUSAE011459"
"205403","Escherichia","coli","TET",">","32","R","PNUSAE011741"
"205404","Escherichia","coli","TET","<=","4","S","PNUSAE010628"
"205405","Escherichia","coli","TET","<=","4","S","PNUSAE011354"
"205406","Escherichia","coli","TET","<=","4","S","PNUSAE011496"
"205408","Escherichia","coli","TET","<=","4","S","PNUSAE008135"
"205409","Escherichia","coli","TET","<=","4","S","PNUSAE009674"
"205410","Escherichia","coli","TET","<=","4","S","PNUSAE010847"
"205411","Escherichia","coli","TET","<=","4","S","PNUSAE011548"
"205412","Escherichia","coli","TET","<=","4","S","PNUSAE012050"
"205419","Escherichia","coli","TET","<=","4","S","PNUSAE007216"
"205420","Escherichia","coli","TET","<=","4","S","PNUSAE010899"
"205421","Escherichia","coli","TET","<=","4","S","PNUSAE008102"
"205422","Escherichia","coli","TET","<=","4","S","PNUSAE008716"
"205423","Escherichia","coli","TET","<=","4","S","PNUSAE009855"
"205424","Escherichia","coli","TET","=","32","R","PNUSAE011717"
"205425","Escherichia","coli","TET","<=","4","S","PNUSAE009512"
"205426","Escherichia","coli","TET","=","32","R","PNUSAE010535"
